global_step,epoch,nsamples,wall_time,loss
0,0.0,0,2.860287666320801,0.29715222120285034
1,0.5,1792,3.8562848567962646,0.36793237924575806
2,1.0,3584,5.004209756851196,0.2137211412191391
3,1.5,5376,6.01569390296936,0.30678853392601013
4,2.0,7168,7.171483993530273,0.2550249993801117
5,2.5,8960,8.17923641204834,0.3534247577190399
6,3.0,10752,9.332108497619629,0.2331300973892212
7,3.5,12544,10.342964172363281,0.20322643220424652
8,4.0,14336,11.569194793701172,0.2110901176929474
9,4.5,16128,12.561007738113403,0.20446281135082245
10,5.0,17920,13.72022819519043,0.1451830118894577
11,5.5,19712,14.725194692611694,0.20464707911014557
12,6.0,21504,15.880902528762817,0.15873900055885315
13,6.5,23296,16.8878755569458,0.13670513033866882
14,7.0,25088,18.117925882339478,0.19894219934940338
15,7.5,26880,19.108747959136963,0.17852512001991272
16,8.0,28672,20.26093292236328,0.13240747153759003
17,8.5,30464,21.271822690963745,0.14993861317634583
18,9.0,32256,22.44350552558899,0.12779450416564941
19,9.5,34048,23.448391437530518,0.11712253093719482
20,10.0,35840,24.624256372451782,0.14354829490184784
21,10.5,37632,25.615516901016235,0.11991102993488312
22,11.0,39424,26.769936561584473,0.083659328520298
23,11.5,41216,27.78675127029419,0.0890144407749176
24,12.0,43008,28.947722673416138,0.11798566579818726
25,12.5,44800,29.975837469100952,0.12867610156536102
26,13.0,46592,31.163365364074707,0.09785380959510803
27,13.5,48384,32.1606388092041,0.10067632794380188
28,14.0,50176,33.317392349243164,0.0887359082698822
29,14.5,51968,34.339783906936646,0.09078111499547958
30,15.0,53760,35.49658966064453,0.09725288301706314
31,15.5,55552,36.51664900779724,0.09429193288087845
32,16.0,57344,37.68555521965027,0.0732184648513794
33,16.5,59136,38.698723793029785,0.07138090580701828
34,17.0,60928,39.854116678237915,0.07682906836271286
35,17.5,62720,40.869422912597656,0.07944529503583908
36,18.0,64512,42.022358894348145,0.07665392756462097
