global_step,epoch,nsamples,wall_time,loss
0,0.0,0,2.869274139404297,0.715532660484314
1,0.00390625,14,3.794297456741333,0.7122785449028015
2,0.0078125,28,4.715684175491333,0.6164131164550781
3,0.01171875,42,5.63682746887207,0.5556509494781494
4,0.015625,56,6.555749893188477,0.5508517622947693
5,0.01953125,70,7.476691007614136,0.5072851181030273
6,0.0234375,84,8.399723529815674,0.43787509202957153
7,0.02734375,98,9.320135354995728,0.4790930151939392
8,0.03125,112,10.240304231643677,0.37535378336906433
9,0.03515625,126,11.162980556488037,0.3661938011646271
10,0.0390625,140,12.082853078842163,0.4292841851711273
11,0.04296875,154,13.003648519515991,0.33027204871177673
12,0.046875,168,13.921607494354248,0.2962096929550171
13,0.05078125,182,14.837918281555176,0.2668875455856323
14,0.0546875,196,15.756315469741821,0.3332841098308563
15,0.05859375,210,16.670578241348267,0.2689207196235657
16,0.0625,224,17.58730459213257,0.33220040798187256
17,0.06640625,238,18.50441074371338,0.2551308572292328
18,0.0703125,252,19.421414852142334,0.2257244884967804
19,0.07421875,266,20.340683460235596,0.24751034379005432
20,0.078125,280,21.261298894882202,0.2851969599723816
21,0.08203125,294,22.18109631538391,0.24089480936527252
22,0.0859375,308,23.096864700317383,0.25516942143440247
23,0.08984375,322,24.01335859298706,0.21809296309947968
24,0.09375,336,24.930765867233276,0.24632862210273743
25,0.09765625,350,25.84759545326233,0.20106865465641022
26,0.1015625,364,26.76510238647461,0.20377665758132935
27,0.10546875,378,27.68057131767273,0.18079131841659546
28,0.109375,392,28.596925735473633,0.22261254489421844
29,0.11328125,406,29.51432156562805,0.15652354061603546
30,0.1171875,420,30.431726455688477,0.2004118263721466
31,0.12109375,434,31.351399421691895,0.1682620793581009
32,0.125,448,32.26837134361267,0.2029668390750885
33,0.12890625,462,33.18590426445007,0.14434914290905
34,0.1328125,476,34.10301971435547,0.23201534152030945
35,0.13671875,490,35.0190224647522,0.21512141823768616
36,0.140625,504,35.935646295547485,0.17359177768230438
37,0.14453125,518,36.85636615753174,0.167794331908226
38,0.1484375,532,37.774588108062744,0.18687596917152405
39,0.15234375,546,38.69145846366882,0.2082701027393341
40,0.15625,560,39.609665393829346,0.2107238471508026
41,0.16015625,574,40.52900218963623,0.22235828638076782
42,0.1640625,588,41.447195529937744,0.17847317457199097
43,0.16796875,602,42.37053894996643,0.16426023840904236
44,0.171875,616,43.289809465408325,0.17745929956436157
45,0.17578125,630,44.20894408226013,0.15260455012321472
46,0.1796875,644,45.1264431476593,0.16141752898693085
47,0.18359375,658,46.04300022125244,0.23384788632392883
48,0.1875,672,46.959471702575684,0.15256603062152863
49,0.19140625,686,47.87714958190918,0.20132404565811157
50,0.1953125,700,48.79370164871216,0.20093466341495514
51,0.19921875,714,49.71109628677368,0.14992819726467133
52,0.203125,728,50.62913703918457,0.17726749181747437
53,0.20703125,742,51.54604125022888,0.15178343653678894
54,0.2109375,756,52.461721658706665,0.14496050775051117
55,0.21484375,770,53.37906098365784,0.13315992057323456
56,0.21875,784,54.29469537734985,0.18252341449260712
57,0.22265625,798,55.214171171188354,0.14596062898635864
58,0.2265625,812,56.1349732875824,0.15886184573173523
59,0.23046875,826,57.061156034469604,0.13299787044525146
60,0.234375,840,57.97938919067383,0.1422949582338333
61,0.23828125,854,58.89571022987366,0.1440470665693283
62,0.2421875,868,59.81173276901245,0.13279283046722412
63,0.24609375,882,60.72859859466553,0.16800442337989807
64,0.25,896,61.646361112594604,0.21088559925556183
65,0.25390625,910,62.562684297561646,0.16368335485458374
66,0.2578125,924,63.479825258255005,0.1574801206588745
67,0.26171875,938,64.39718055725098,0.15982191264629364
68,0.265625,952,65.31403493881226,0.16091245412826538
69,0.26953125,966,66.23095989227295,0.12136979401111603
70,0.2734375,980,67.14786434173584,0.1583394855260849
71,0.27734375,994,68.06754231452942,0.18085463345050812
72,0.28125,1008,68.99329137802124,0.13653084635734558
73,0.28515625,1022,69.92120432853699,0.13373349606990814
74,0.2890625,1036,70.84758496284485,0.14344462752342224
75,0.29296875,1050,71.77316403388977,0.1341296285390854
76,0.296875,1064,72.69814682006836,0.1479474902153015
77,0.30078125,1078,73.61765623092651,0.12116141617298126
78,0.3046875,1092,74.53434038162231,0.11382441222667694
79,0.30859375,1106,75.45148921012878,0.18663984537124634
80,0.3125,1120,76.36713528633118,0.1949690282344818
81,0.31640625,1134,77.28383111953735,0.13877855241298676
82,0.3203125,1148,78.20029830932617,0.12333657592535019
83,0.32421875,1162,79.11665368080139,0.1301065981388092
84,0.328125,1176,80.03330063819885,0.14808566868305206
85,0.33203125,1190,80.95098757743835,0.13885271549224854
86,0.3359375,1204,81.86737656593323,0.13517090678215027
87,0.33984375,1218,82.78465366363525,0.12031301110982895
88,0.34375,1232,83.70148229598999,0.177150696516037
89,0.34765625,1246,84.61970806121826,0.14756114780902863
90,0.3515625,1260,85.53883051872253,0.13774672150611877
91,0.35546875,1274,86.45622158050537,0.13170060515403748
92,0.359375,1288,87.37266850471497,0.15840095281600952
93,0.36328125,1302,88.29233312606812,0.1793956160545349
94,0.3671875,1316,89.21229219436646,0.1332707405090332
95,0.37109375,1330,90.13091230392456,0.10922762751579285
96,0.375,1344,91.04941201210022,0.1959320604801178
97,0.37890625,1358,91.96756792068481,0.16324763000011444
98,0.3828125,1372,92.88363242149353,0.10279040783643723
99,0.38671875,1386,93.80083322525024,0.14197854697704315
100,0.390625,1400,94.71675729751587,0.11997957527637482
101,0.39453125,1414,95.63383722305298,0.11769884824752808
102,0.3984375,1428,96.5501127243042,0.19128932058811188
103,0.40234375,1442,97.46791577339172,0.12812283635139465
104,0.40625,1456,98.38505959510803,0.1154516190290451
105,0.41015625,1470,99.30148482322693,0.15741589665412903
106,0.4140625,1484,100.21963477134705,0.1358799785375595
107,0.41796875,1498,101.13632941246033,0.13261185586452484
108,0.421875,1512,102.0544376373291,0.15931276977062225
109,0.42578125,1526,102.97120690345764,0.17261941730976105
110,0.4296875,1540,103.88915705680847,0.18034598231315613
111,0.43359375,1554,104.80657410621643,0.11187557876110077
112,0.4375,1568,105.72466969490051,0.16846992075443268
113,0.44140625,1582,106.64223504066467,0.13446862995624542
114,0.4453125,1596,107.56283831596375,0.15313445031642914
115,0.44921875,1610,108.48106956481934,0.17582570016384125
116,0.453125,1624,109.39631986618042,0.15491551160812378
117,0.45703125,1638,110.3139169216156,0.12078728526830673
118,0.4609375,1652,111.23250675201416,0.12106329202651978
119,0.46484375,1666,112.14896941184998,0.12364793568849564
120,0.46875,1680,113.06581330299377,0.12113525718450546
121,0.47265625,1694,113.98491168022156,0.11032849550247192
122,0.4765625,1708,114.90303993225098,0.1277601569890976
123,0.48046875,1722,115.81940031051636,0.11287271976470947
124,0.484375,1736,116.73643183708191,0.12765803933143616
125,0.48828125,1750,117.65520477294922,0.17654849588871002
126,0.4921875,1764,118.57228660583496,0.14761555194854736
127,0.49609375,1778,119.48833656311035,0.09592250734567642
128,0.5,1792,120.40597748756409,0.1027163416147232
129,0.50390625,1806,121.32277774810791,0.13914857804775238
130,0.5078125,1820,122.23958802223206,0.0839700922369957
131,0.51171875,1834,123.15555191040039,0.12408236414194107
132,0.515625,1848,124.07228374481201,0.0902085229754448
133,0.51953125,1862,124.99034070968628,0.1201372742652893
134,0.5234375,1876,125.90883302688599,0.12582352757453918
135,0.52734375,1890,126.82500123977661,0.12857039272785187
136,0.53125,1904,127.7430214881897,0.12274837493896484
137,0.53515625,1918,128.66040110588074,0.1103786826133728
138,0.5390625,1932,129.57670187950134,0.14174538850784302
139,0.54296875,1946,130.49257159233093,0.11331166326999664
140,0.546875,1960,131.4096975326538,0.12671196460723877
141,0.55078125,1974,132.33054733276367,0.12003499269485474
142,0.5546875,1988,133.25531935691833,0.11128748208284378
143,0.55859375,2002,134.17873740196228,0.11343640834093094
144,0.5625,2016,135.09847927093506,0.1112452819943428
145,0.56640625,2030,136.01882147789001,0.09732536226511002
146,0.5703125,2044,136.93964266777039,0.11414506286382675
147,0.57421875,2058,137.86002111434937,0.09416352212429047
148,0.578125,2072,138.77908062934875,0.1320187896490097
149,0.58203125,2086,139.69820857048035,0.12189175933599472
150,0.5859375,2100,140.61773991584778,0.1043827086687088
151,0.58984375,2114,141.53816962242126,0.1194060891866684
152,0.59375,2128,142.45763063430786,0.12144739925861359
