global_step,epoch,nsamples,wall_time,loss
0,0.0,0,2.97318172454834,0.3472996652126312
10,0.625,2240,12.244909286499023,0.15230202674865723
16,1.0,3584,18.012780904769897,0.13946424424648285
26,1.625,5824,27.26713252067566,0.11238018423318863
32,2.0,7168,33.03897213935852,0.08447037637233734
42,2.625,9408,42.295241355895996,0.07328446954488754
48,3.0,10752,48.08576583862305,0.04584519565105438
58,3.625,12992,57.32773208618164,0.031637225300073624
64,4.0,14336,63.107953786849976,0.0390189066529274
74,4.625,16576,72.35836029052734,0.03181718662381172
80,5.0,17920,78.14668822288513,0.03723200038075447
90,5.625,20160,87.42184329032898,0.03215378522872925
96,6.0,21504,93.25172519683838,0.031736329197883606
106,6.625,23744,102.51866674423218,0.026120902970433235
112,7.0,25088,108.32074618339539,0.029559558257460594
122,7.625,27328,117.60433435440063,0.025120383128523827
128,8.0,28672,123.40839982032776,0.023740995675325394
138,8.625,30912,132.69561076164246,0.02225142903625965
144,9.0,32256,138.4786021709442,0.02618870697915554
154,9.625,34496,147.70430159568787,0.02312665991485119
160,10.0,35840,153.49858903884888,0.028095485642552376
170,10.625,38080,162.77049279212952,0.01739398017525673
176,11.0,39424,168.54078888893127,0.021520379930734634
186,11.625,41664,177.79663252830505,0.01660715788602829
192,12.0,43008,183.54971170425415,0.020088069140911102
202,12.625,45248,192.79050660133362,0.017121413722634315
208,13.0,46592,198.56318759918213,0.017133517190814018
218,13.625,48832,207.82102394104004,0.018202554434537888
224,14.0,50176,213.59740114212036,0.017880428582429886
234,14.625,52416,222.85020422935486,0.0139236431568861
240,15.0,53760,228.59293413162231,0.01801656186580658
250,15.625,56000,237.8522036075592,0.022108620032668114
256,16.0,57344,243.59917902946472,0.01924855448305607
266,16.625,59584,252.86489176750183,0.017692767083644867
272,17.0,60928,258.64315915107727,0.01842016912996769
282,17.625,63168,267.89108633995056,0.02040611207485199
288,18.0,64512,273.6808304786682,0.020364820957183838
298,18.625,66752,282.96442341804504,0.015791110694408417
304,19.0,68096,288.7570376396179,0.015078498050570488
314,19.625,70336,297.9891793727875,0.014435100369155407
320,20.0,71680,303.76567125320435,0.020490286871790886
330,20.625,73920,313.0264222621918,0.017394689843058586
336,21.0,75264,318.78095960617065,0.013896804302930832
346,21.625,77504,328.0568416118622,0.013467642478644848
352,22.0,78848,333.83941102027893,0.019138751551508904
362,22.625,81088,343.08131766319275,0.02541642263531685
368,23.0,82432,348.8708875179291,0.016594281420111656
378,23.625,84672,358.1421856880188,0.02312387339770794
384,24.0,86016,363.92158484458923,0.01349115464836359
394,24.625,88256,373.30507707595825,0.018088985234498978
400,25.0,89600,379.07520365715027,0.014291700907051563
410,25.625,91840,388.3269979953766,0.01423999946564436
416,26.0,93184,394.12442111968994,0.014627712778747082
426,26.625,95424,403.43404841423035,0.013038987293839455
432,27.0,96768,409.2305021286011,0.017260413616895676
442,27.625,99008,418.53077030181885,0.01580277644097805
448,28.0,100352,424.31995725631714,0.013362577185034752
458,28.625,102592,433.59616684913635,0.018143722787499428
464,29.0,103936,439.3521947860718,0.01857372187077999
474,29.625,106176,448.6152710914612,0.01860341802239418
480,30.0,107520,454.4001679420471,0.01822674833238125
490,30.625,109760,463.712815284729,0.016200503334403038
496,31.0,111104,469.49986124038696,0.011051859706640244
